iter	Passed	Remaining
1254	42764	25385
1255	42791	25347
1256	42823	25312
1257	42852	25275
1258	42879	25237
1259	42912	25202
1260	42940	25164
1261	42965	25125
1262	42990	25086
1263	43022	25051
1264	43050	25013
1265	43079	24976
1266	43114	24943
1267	43146	24907
1268	43172	24869
1269	43199	24831
1270	43223	24791
1271	43247	24751
1272	43269	24710
1273	43293	24671
1274	43315	24630
1275	43346	24594
1276	43379	24559
1277	43408	24523
1278	43437	24486
1279	43460	24446
1280	43485	24407
1281	43512	24369
1282	43536	24330
1283	43559	24290
1284	43585	24251
1285	43616	24216
1286	43641	24177
1287	43664	24137
1288	43746	24130
1289	43813	24114
1290	43880	24098
1291	43951	24085
1292	44009	24063
1293	44056	24036
1294	44098	24007
1295	44139	23977
1296	44181	23947
1297	44224	23918
1298	44252	23880
1299	44277	23841
1300	44300	23801
1301	44324	23762
1302	44348	23722
1303	44372	23683
1304	44396	23644
1305	44421	23605
1306	44446	23566
1307	44466	23525
1308	44489	23485
1309	44516	23447
1310	44542	23409
1311	44567	23370
1312	44592	23332
1313	44615	23292
1314	44642	23254
1315	44670	23217
1316	44693	23178
1317	44716	23138
1318	44742	23100
1319	44764	23060
1320	44786	23020
1321	44813	22982
1322	44843	22947
1323	44868	22908
1324	44893	22870
1325	44916	22831
1326	44948	22796
1327	45037	22790
1328	45108	22774
1329	45171	22755
1330	45240	22739
1331	45275	22705
1332	45309	22671
1333	45335	22633
1334	45360	22595
1335	45385	22556
1336	45408	22517
1337	45433	22479
1338	45454	22438
1339	45518	22419
1340	45541	22380
1341	45563	22340
1342	45589	22302
1343	45613	22263
1344	45637	22224
1345	45662	22186
1346	45686	22147
1347	45709	22108
1348	45741	22073
1349	45765	22035
1350	45788	21995
1351	45812	21957
1352	45834	21918
1353	45861	21880
1354	45886	21842
1355	45911	21804
1356	45935	21765
1357	45956	21726
1358	45984	21689
1359	46007	21650
1360	46031	21612
1361	46056	21574
1362	46079	21535
1363	46101	21496
1364	46124	21457
1365	46148	21418
1366	46176	21382
1367	46273	21377
1368	46351	21364
